ts_code,trade_date,etf_score,robust_z,score_rank
159662.SZ,2023-04-17,-0.4942045870439694,-1.846952477316078,-0.6666666666666667
159662.SZ,2023-04-18,0.0907767959844478,0.3633385821450962,0.1666666666666667
159662.SZ,2023-04-19,0.0041841408788137,-0.0232644067034209,0.0
159662.SZ,2023-04-20,0.0723432729808831,0.4723340343793044,0.5833333333333333
159662.SZ,2023-04-21,-0.4374271948147262,-0.8020414547447969,-0.3333333333333333
159662.SZ,2023-04-24,-0.1146398483698136,0.285307758846174,0.25
159662.SZ,2023-04-25,-0.5018234283740322,-0.6213709297457667,-0.3333333333333333
159662.SZ,2023-04-26,-0.3320086816354475,-0.6250076754744256,-0.4166666666666666
159662.SZ,2023-04-27,-0.7115639178836834,-1.5597733144428243,-0.6666666666666667
159662.SZ,2023-04-28,-0.4128706739375065,-0.7623286771099199,-0.5833333333333333
159662.SZ,2023-05-04,-0.3808454563928478,-1.43998858738462,-0.4166666666666666
159662.SZ,2023-05-05,-0.4022668111321299,-1.124413080643188,-0.6666666666666667
159662.SZ,2023-05-08,-0.068626603017446,-0.1868259767210062,-0.0833333333333333
159662.SZ,2023-05-09,-0.1063889771150205,-0.3221179197855442,-0.4166666666666666
159662.SZ,2023-05-10,0.2360003931404801,0.6781407413929389,0.75
159662.SZ,2023-05-11,0.3418481685898649,0.7615146572554785,0.75
159662.SZ,2023-05-12,-0.1845462527844997,-0.2254925647848871,-0.0833333333333333
159662.SZ,2023-05-15,0.2510514651581405,0.6541720117797092,0.75
159662.SZ,2023-05-16,0.2476571174557071,0.6624491159560366,0.6666666666666667
159662.SZ,2023-05-17,0.2954532479446595,0.8221333797291732,0.75
159662.SZ,2023-05-18,0.2871379129523904,0.8451619494928546,0.6666666666666667
159662.SZ,2023-05-19,0.1941231727980527,0.2983909585365661,0.5
159662.SZ,2023-05-22,-0.0082182346575059,0.0516614201267418,0.1666666666666667
159662.SZ,2023-05-23,0.1084063706538977,0.9986017763170804,0.6666666666666667
159662.SZ,2023-05-24,0.1179108903466996,0.5600821099375569,0.6666666666666667
159662.SZ,2023-05-25,0.2100500227633299,0.7669508700653703,0.75
159662.SZ,2023-05-26,0.1041993496922163,0.8263602670317834,0.6666666666666667
159662.SZ,2023-05-29,-0.0672038234138806,-0.5087958656217466,-0.1666666666666666
159662.SZ,2023-05-30,0.0777137285062782,-0.4132431362039139,-0.1666666666666666
159662.SZ,2023-05-31,-0.1069686958729454,-0.6354735158585935,-0.5
159662.SZ,2023-06-01,0.2707168679004442,0.2141398475908354,0.25
159662.SZ,2023-06-02,0.2945712300267321,0.6646421845915573,0.5
159662.SZ,2023-06-05,-0.0029868614656389,-0.2883980621958532,-0.25
159662.SZ,2023-06-06,0.2527535943628932,0.8080763282707578,0.5833333333333333
159662.SZ,2023-06-07,-0.1102968555292152,-0.2438760083817415,-0.0833333333333333
159662.SZ,2023-06-08,-0.0068902864812138,-0.2840139641495239,-0.3333333333333333
159662.SZ,2023-06-09,0.0520562756830316,-0.0512746553223793,-0.0833333333333333
159662.SZ,2023-06-12,-0.0835331718999382,-0.2766880242392481,-0.0833333333333333
159662.SZ,2023-06-13,-0.2481437151412471,-0.6057816830530569,-0.25
159662.SZ,2023-06-14,-0.0286302481404949,-0.1034169952225485,-0.25
159662.SZ,2023-06-15,-0.4071383275803973,-0.5841621430967376,-0.6666666666666667
159662.SZ,2023-06-16,0.1118113681117178,0.3081862638445168,0.1666666666666667
159662.SZ,2023-06-19,-0.204800706042055,-0.1191046882738493,-0.3333333333333333
159662.SZ,2023-06-20,-0.4543483887838708,-0.6040489051626338,-0.3333333333333333
159662.SZ,2023-06-21,0.4803440854154765,1.1997027754365173,0.75
159662.SZ,2023-06-26,-0.0913290157652733,-0.3093692312533727,-0.1666666666666666
159662.SZ,2023-06-27,0.3619575190415368,0.7138527652817145,0.6666666666666667
159662.SZ,2023-06-28,0.4048821822311754,1.030693409296956,0.6666666666666667
159662.SZ,2023-06-29,-0.2312000822723315,-0.6625267133576498,-0.4166666666666666
159662.SZ,2023-06-30,-0.0116787337263495,0.0253192550042501,0.0833333333333332
159662.SZ,2023-07-03,0.2685756168590943,0.6948412926348579,0.5833333333333333
159662.SZ,2023-07-04,-0.009574752242594,-0.2538778043501395,-0.0833333333333333
159662.SZ,2023-07-05,-0.0836777620617049,-0.3452566460882539,-0.3333333333333333
159662.SZ,2023-07-06,-0.2780298405564474,-0.8818608849243815,-0.5833333333333333
159662.SZ,2023-07-07,0.2213583606063755,0.2930279533229011,0.1666666666666667
159662.SZ,2023-07-10,-0.3109897334913354,-0.7797559016207531,-0.6666666666666667
159662.SZ,2023-07-11,-0.6352466004590696,-1.5138383847031207,-0.75
159662.SZ,2023-07-12,-0.3931303443077696,-1.6671805797162855,-0.6666666666666667
159662.SZ,2023-07-13,0.0108884752502086,0.0501064430603999,0.1666666666666667
159662.SZ,2023-07-14,0.1133102325452764,0.168237369076166,0.0833333333333332
159662.SZ,2023-07-17,0.0155350944640047,0.1929038958358692,0.1666666666666667
159662.SZ,2023-07-18,0.2044468643224613,0.2118681271928307,0.25
159662.SZ,2023-07-19,-0.1722803419516441,-0.7054997983128668,-0.5
159662.SZ,2023-07-20,-0.2739721902851439,-1.5004142434404488,-0.75
159662.SZ,2023-07-21,-0.198719294948136,-0.4634875829264608,-0.4166666666666666
159662.SZ,2023-07-24,-0.3774305872576968,-1.1270932048368456,-0.75
159662.SZ,2023-07-25,-0.2112468928576023,-0.5793790316268563,-0.4166666666666666
159662.SZ,2023-07-26,-0.2119793782099928,-1.344199730513212,-0.5833333333333333
159662.SZ,2023-07-27,-0.2060729020727786,-1.1237586117605831,-0.75
159662.SZ,2023-07-28,-0.2225242575971114,-0.8547820886729303,-0.5833333333333333
159662.SZ,2023-07-31,-0.2220683084036739,-0.6471246830471703,-0.5
159662.SZ,2023-08-01,-0.2370715833880627,-0.7581240268008265,-0.5833333333333333
159662.SZ,2023-08-02,-0.1394271403039017,-0.6618128527227513,-0.5
159662.SZ,2023-08-03,-0.0677017798859064,-0.6453717665008676,-0.5833333333333333
159662.SZ,2023-08-04,-0.0203559508373161,-0.2063992471732596,-0.3333333333333333
159662.SZ,2023-08-07,-0.0982657248256502,-0.1103202908965733,-0.1666666666666666
159662.SZ,2023-08-08,-0.1112080058558711,-0.1528497647144895,-0.0833333333333333
159662.SZ,2023-08-09,-0.0699263851346748,-0.1799603172684722,-0.1666666666666666
159662.SZ,2023-08-10,-0.9367542339810414,-2.8363957966518587,-0.9166666666666666
159662.SZ,2023-08-11,-0.8884312592085528,-2.7042865774634848,-0.9166666666666666
159662.SZ,2023-08-14,-0.4992160057554823,-1.5483072808810718,-0.8333333333333334
159662.SZ,2023-08-15,-0.7975655052693091,-1.875726096491568,-0.8333333333333334
159662.SZ,2023-08-16,-0.587289270247257,-2.061433948807191,-0.75
159662.SZ,2023-08-17,-0.6783927615248785,-1.9966963996589568,-0.75
159662.SZ,2023-08-18,-1.027248539871688,-3.6044995506374695,-0.9166666666666666
159662.SZ,2023-08-21,-0.0841619872313689,-0.2203113087633848,-0.0833333333333333
159662.SZ,2023-08-22,0.1732191579257374,1.0022216734891836,0.9166666666666669
159662.SZ,2023-08-23,-0.1519100939286519,-0.5622858128795627,-0.1666666666666666
159662.SZ,2023-08-24,0.0597748983468054,1.160176944492496,0.6666666666666667
159662.SZ,2023-08-25,-0.0463450207541897,-0.110254007811762,-0.0833333333333333
159662.SZ,2023-08-28,-0.052795976122369,-0.3493576960152336,-0.25
159662.SZ,2023-08-29,0.2626016038438573,0.7578329337559908,0.75
159662.SZ,2023-08-30,0.3200237684185957,1.2260420433083017,0.6666666666666667
159662.SZ,2023-08-31,0.25592438938749,0.4965848402047382,0.5833333333333333
159662.SZ,2023-09-01,0.2615256573815068,0.7711790421996827,0.5833333333333333
159662.SZ,2023-09-04,0.093386953728923,0.0774544695900165,0.25
159662.SZ,2023-09-05,0.0089610675799563,-0.0204385289640927,0.0
159662.SZ,2023-09-06,0.3595191284761293,1.358322727959909,0.75
159662.SZ,2023-09-07,0.0276074152056764,0.2435586716527814,0.1666666666666667
159662.SZ,2023-09-08,-0.0563463187460508,0.1131347118830755,0.1666666666666667
159662.SZ,2023-09-11,-0.1846062431966506,-0.140198528719514,-0.1666666666666666
159662.SZ,2023-09-12,-0.1873143374885869,-0.2981328779469506,-0.1666666666666666
159662.SZ,2023-09-13,-0.3226358669822232,-0.6458531730178256,-0.6666666666666667
159662.SZ,2023-09-14,-0.3345726507658396,-1.0543982467917077,-0.4166666666666666
159662.SZ,2023-09-15,-0.3952120418848903,-0.8174607027467425,-0.4166666666666666
159662.SZ,2023-09-18,-0.1909190482467521,-0.6349510655251204,-0.4166666666666666
159662.SZ,2023-09-19,-0.5527042245193691,-0.9712198257999478,-0.6666666666666667
159662.SZ,2023-09-20,-0.3635493654705073,-0.8152570442447356,-0.4166666666666666
159662.SZ,2023-09-21,-0.5443024936913656,-1.24052561366623,-0.75
159662.SZ,2023-09-22,-0.1432913566444852,-0.1707839560370657,-0.1666666666666666
159662.SZ,2023-09-25,-0.2043089796075395,-0.6847913097566988,-0.25
159662.SZ,2023-09-26,-0.1968520826381999,-0.6074978882118574,-0.25
159662.SZ,2023-09-27,-0.1801517707627077,-0.4135272182388957,-0.25
159662.SZ,2023-09-28,-0.0841703814693314,0.0671360500479297,0.1666666666666667
159662.SZ,2023-10-09,-0.0618050408859499,0.1394576574719112,0.3333333333333332
159662.SZ,2023-10-10,0.0048190062464195,0.34556550366634,0.5
159662.SZ,2023-10-11,0.0883932805311632,0.1561070091202914,0.25
159662.SZ,2023-10-12,0.0002076389636663,-0.0102794790353555,0.0
159662.SZ,2023-10-13,0.1399395182534112,0.642865627681269,0.3333333333333332
159662.SZ,2023-10-16,-0.3298559036180685,-0.7138969437083572,-0.5
159662.SZ,2023-10-17,-0.1742623696743884,-0.5785297793144999,-0.3333333333333333
159662.SZ,2023-10-18,-0.4689418641951174,-0.5437689610789573,-0.5
159662.SZ,2023-10-19,-0.2312480478839872,-0.8796155293901116,-0.5
159662.SZ,2023-10-20,-0.4575494028201865,-1.220978812677909,-0.75
159662.SZ,2023-10-23,-0.3540786067256107,-0.7867436994235867,-0.6666666666666667
159662.SZ,2023-10-24,-0.2571187784701329,-0.6897510829769938,-0.4166666666666666
159662.SZ,2023-10-25,-0.0975045746534547,-0.0287234301527783,-0.0833333333333333
159662.SZ,2023-10-26,-0.0431813420056721,-0.1557359269516388,-0.0833333333333333
159662.SZ,2023-10-27,-0.2118098896006422,-0.919827617732333,-0.6666666666666667
159662.SZ,2023-10-30,-0.07318594814857,-0.4855437281246895,-0.25
159662.SZ,2023-10-31,-0.2504747121601846,-0.6887324495384811,-0.5833333333333333
159662.SZ,2023-11-01,-0.1580658675056327,-0.2876908589774584,-0.3333333333333333
159662.SZ,2023-11-02,-0.1044197266969907,-0.4932965370639466,-0.25
159662.SZ,2023-11-03,-0.2688635243623953,-0.7281700916963203,-0.5
159662.SZ,2023-11-06,-0.0269176943262636,-0.0124363132921116,-0.0833333333333333
159662.SZ,2023-11-07,-0.0168419895504758,-0.1925282343181546,-0.1666666666666666
159662.SZ,2023-11-08,0.02759307524819,-0.2167759983933288,-0.1666666666666666
159662.SZ,2023-11-09,-0.0182063018883912,-0.1497045079156034,-0.1666666666666666
159662.SZ,2023-11-10,0.2469822508730342,0.3241823921959361,0.3333333333333332
159662.SZ,2023-11-13,-0.195223123008139,-0.3477203813352109,-0.3333333333333333
159662.SZ,2023-11-14,0.2236846784957393,0.5675130532577426,0.3333333333333332
159662.SZ,2023-11-15,0.0458994148398867,0.1095663131317073,0.0833333333333332
159662.SZ,2023-11-16,0.4874600745066684,1.349917462497565,0.75
159662.SZ,2023-11-17,-0.1868191809267761,-0.2558468290152929,-0.3333333333333333
159662.SZ,2023-11-20,0.5848368781030607,1.202926900841714,0.75
159662.SZ,2023-11-21,0.047301880347106,0.1476895284828664,0.1666666666666667
159662.SZ,2023-11-22,0.004989747444572,0.0681085475656192,0.1666666666666667
159662.SZ,2023-11-23,-0.2069838236221465,-0.4193499262729193,-0.3333333333333333
159662.SZ,2023-11-24,-0.1957753878426517,-0.2384745601180293,-0.25
159662.SZ,2023-11-27,0.1693248855728404,0.1103771110157713,0.1666666666666667
159662.SZ,2023-11-28,-0.0430646644130189,0.0326642811344828,0.0833333333333332
159662.SZ,2023-11-29,0.2402920042132119,0.3413742340938722,0.1666666666666667
159662.SZ,2023-11-30,0.2467504518048258,0.4630006166605153,0.25
159662.SZ,2023-12-01,-0.2570599216547412,-0.8441638676963967,-0.5
159662.SZ,2023-12-04,0.0116297324857948,0.1282406050813614,0.1666666666666667
159662.SZ,2023-12-05,-0.3403913658997043,-0.6468262747822924,-0.3333333333333333
159662.SZ,2023-12-06,-0.2863527244351569,-0.4736372508714661,-0.5
159662.SZ,2023-12-07,-0.3441171143775716,-0.6692274869097582,-0.5
159662.SZ,2023-12-08,-0.3247932112847955,-0.8715938539995799,-0.8333333333333334
159662.SZ,2023-12-11,-0.1871318062567558,-1.0907086423001486,-0.6666666666666667
159662.SZ,2023-12-12,-0.2615592850428636,-0.2314387349952417,-0.3333333333333333
159662.SZ,2023-12-13,-0.1440901019439455,-0.6008785464453892,-0.1666666666666666
159662.SZ,2023-12-14,-0.3253510343478759,-0.7316809254253578,-0.6666666666666667
159662.SZ,2023-12-15,-0.2802889005756184,-0.3901539386137044,-0.25
159662.SZ,2023-12-18,-0.1302995575442773,0.0279540028907565,0.0833333333333332
159662.SZ,2023-12-19,-0.3215018525101272,-0.6915275960944826,-0.4166666666666666
159662.SZ,2023-12-20,-0.189159590017985,0.0025055725558974,0.0833333333333332
159662.SZ,2023-12-21,-0.3720334701453898,-0.5026359844134124,-0.25
159662.SZ,2023-12-22,-0.2053128413398909,0.0147034127540112,0.0833333333333332
159662.SZ,2023-12-25,-0.2390535997058009,-0.1521371243990225,-0.1666666666666666
159662.SZ,2023-12-26,-0.1134147363892866,0.1341411022042417,0.25
159662.SZ,2023-12-27,-0.2138184749183475,-0.3955344082828154,-0.1666666666666666
159662.SZ,2023-12-28,-0.2555398171143944,-0.8601344889685762,-0.5833333333333333
159662.SZ,2023-12-29,-0.1246482198321337,-0.4089203560727167,-0.1666666666666666
159662.SZ,2024-01-02,-0.0844158361680975,0.2807472291324961,0.4166666666666667
159662.SZ,2024-01-03,-0.030330980119837,0.927094328077582,0.6666666666666667
159662.SZ,2024-01-04,-0.1612407368005304,0.3984769002423836,0.5
159662.SZ,2024-01-05,-0.2931331549845143,0.210900501119959,0.3333333333333332
159662.SZ,2024-01-08,-0.1407519300333708,0.461743600950817,0.4166666666666667
159662.SZ,2024-01-09,-0.265406331107712,0.2390947179255233,0.1666666666666667
159662.SZ,2024-01-10,-0.3196638665394853,-0.2316222948800702,-0.1666666666666666
159662.SZ,2024-01-11,-0.4969291149281404,-1.1629606683047826,-0.4166666666666666
159662.SZ,2024-01-12,-0.3797042630087369,-0.0740835766933656,-0.1666666666666666
159662.SZ,2024-01-15,-0.9916016012361524,-1.379212522516856,-0.6666666666666667
159662.SZ,2024-01-16,-0.7793726093116051,-0.7469879678436271,-0.5
159662.SZ,2024-01-17,-0.7295573126677057,-1.8951250326404585,-0.8333333333333334
159662.SZ,2024-01-18,-0.4722408032996636,-0.7082494739789,-0.5833333333333333
159662.SZ,2024-01-19,-0.4263126100947262,-0.3277688819562419,-0.25
159662.SZ,2024-01-22,-0.4053192498599196,-0.6824818029776497,-0.1666666666666666
159662.SZ,2024-01-23,-0.2214071096193186,-0.601443739210084,-0.4166666666666666
159662.SZ,2024-01-24,-0.3857989571263509,-1.8825840616003084,-0.9166666666666666
159662.SZ,2024-01-25,-0.5204543080590697,-1.4115225515282523,-0.8333333333333334
159662.SZ,2024-01-26,-0.2080925998396587,-0.6875688287878843,-0.3333333333333333
159662.SZ,2024-01-29,-0.4983615726870281,-0.6716198487422601,-0.6666666666666667
159662.SZ,2024-01-30,-0.6688336523062192,-1.4668897350918118,-0.6666666666666667
159662.SZ,2024-01-31,-0.3984090343366482,-0.8955598744774469,-0.5833333333333333
159662.SZ,2024-02-01,-0.8234167453729314,-1.412025310387908,-0.4166666666666666
159662.SZ,2024-02-02,-0.3599075788330375,-0.7553983795849673,-0.5833333333333333
159662.SZ,2024-02-05,-0.7540236474368526,-2.057018665414763,-0.6666666666666667
159662.SZ,2024-02-06,-0.665653726233808,-1.320197945700642,-0.8333333333333334
159662.SZ,2024-02-07,-0.0911996968666753,-0.2096341314136577,-0.1666666666666666
159662.SZ,2024-02-08,0.0493671525834625,-0.0380329189348513,0.0
159662.SZ,2024-02-19,0.346008285838408,0.8629327137275453,0.5833333333333333
159662.SZ,2024-02-20,0.3475382975357416,0.596294283179458,0.3333333333333332
159662.SZ,2024-02-21,0.1540245422737985,0.0458173540837563,0.1666666666666667
159662.SZ,2024-02-22,0.1603421726067177,0.4874258169191172,0.3333333333333332
159662.SZ,2024-02-23,-0.6015616370366597,-1.0548652848661209,-0.5833333333333333
159662.SZ,2024-02-26,-0.0365672236047396,-0.1695388878776823,0.0
159662.SZ,2024-02-27,0.0211930818194286,0.2108630368470335,0.1666666666666667
159662.SZ,2024-02-28,0.7308948115419591,1.166598148129073,0.8333333333333333
159662.SZ,2024-02-29,0.3386053522779617,0.4961801360883149,0.4166666666666667
159662.SZ,2024-03-01,-0.469279651082383,-1.4811655455606565,-0.9166666666666666
159662.SZ,2024-03-04,0.4402337920496019,2.1314810208958614,0.6666666666666667
159662.SZ,2024-03-05,0.318011744559078,0.3864252332667688,0.25
159662.SZ,2024-03-06,-0.2033049211287519,-0.6684621436115558,-0.5
159662.SZ,2024-03-07,0.3972904547860283,0.3862264337587173,0.3333333333333332
159662.SZ,2024-03-08,-0.0536198240015188,-0.4977572140909321,-0.3333333333333333
159662.SZ,2024-03-11,0.0404692719322702,-0.0792511349064238,-0.1666666666666666
159662.SZ,2024-03-12,0.2415260715377803,0.8542990150632064,0.4166666666666667
159662.SZ,2024-03-13,-0.0618254816691531,-0.1029665386929433,-0.0833333333333333
159662.SZ,2024-03-14,0.8553962749728524,1.7862298249312871,0.8333333333333333
159662.SZ,2024-03-15,-0.1405259514211196,-0.8189039934769795,-0.4166666666666666
159662.SZ,2024-03-18,-0.0494190059321223,0.1591124073547313,0.1666666666666667
159662.SZ,2024-03-19,-0.3703779567617044,-1.0753145310959622,-0.75
159662.SZ,2024-03-20,0.3393722800222873,1.0226511166095902,0.6666666666666667
159662.SZ,2024-03-21,-0.3783035838592823,-1.3376875200334628,-0.75
159662.SZ,2024-03-22,-0.4471398493588118,-0.8504980596350646,-0.6666666666666667
159662.SZ,2024-03-25,0.0695771681680703,0.0540172939188031,0.0833333333333332
159662.SZ,2024-03-26,-0.3366114738500769,-0.7180009669035162,-0.5
159662.SZ,2024-03-27,-0.230846264448484,-0.841480981142189,-0.5833333333333333
159662.SZ,2024-03-28,-0.4977543336377876,-1.373186795357332,-0.8333333333333334
159662.SZ,2024-03-29,-0.2214587017197183,-1.0096423008867714,-0.9166666666666666
159662.SZ,2024-04-01,-0.938977061280426,-2.5508551453559773,-0.75
159662.SZ,2024-04-02,0.1186074542534348,0.0886372835684806,0.0833333333333332
159662.SZ,2024-04-03,-0.1631401390414463,-0.6922715589178284,-0.5833333333333333
159662.SZ,2024-04-08,-0.1606855232405912,-0.6947935371653633,-0.5
159662.SZ,2024-04-09,-0.5666956975736108,-1.5891039367511983,-0.75
159662.SZ,2024-04-10,0.0821842408518254,0.1092572193784575,0.1666666666666667
159662.SZ,2024-04-11,-0.3481815843889004,-0.7891311462510485,-0.5
159662.SZ,2024-04-12,-0.3373024040181906,-2.3171343399472217,-0.9166666666666666
159662.SZ,2024-04-15,-0.2665320348851079,-0.6052522442362425,-0.4166666666666666
159662.SZ,2024-04-16,-0.1958081411055208,-0.7323608589157402,-0.5
159662.SZ,2024-04-17,-0.4775848942859176,-2.0214970080420662,-0.6666666666666667
159662.SZ,2024-04-18,-0.3784546085786587,-1.2433868238770305,-0.6666666666666667
159662.SZ,2024-04-19,-0.0378643714938265,-0.3377602358661799,-0.3333333333333333
159662.SZ,2024-04-22,-0.2046129212528966,-0.5178403874919414,-0.3333333333333333
159662.SZ,2024-04-23,-0.2951531785407105,-0.9086115092831082,-0.4166666666666666
159662.SZ,2024-04-24,-0.3854553079584286,-0.7825738345387712,-0.6666666666666667
159662.SZ,2024-04-25,-0.6131297853362734,-1.7478879205508344,-0.75
159662.SZ,2024-04-26,-0.3488452210374849,-1.0816687452260425,-0.8333333333333334
159662.SZ,2024-04-29,0.3288433520551255,1.8323159654610728,0.6666666666666667
159662.SZ,2024-04-30,0.356949855860402,1.200242064158296,0.6666666666666667
159662.SZ,2024-05-06,0.2679372135068211,0.2721091399823379,0.4166666666666667
159662.SZ,2024-05-07,0.6918646219987232,1.1868041050659386,0.75
159662.SZ,2024-05-08,0.2948768429294748,0.5580229287763419,0.5
159662.SZ,2024-05-09,0.1073477309352808,0.2313016937075666,0.25
159662.SZ,2024-05-10,-0.1834651994777075,-0.1948795978680324,-0.0833333333333333
159662.SZ,2024-05-13,-1.7751666259844678,-3.840582763494188,-0.8333333333333334
159662.SZ,2024-05-14,-0.9130705812690548,-1.999868591852242,-0.8333333333333334
159662.SZ,2024-05-15,-0.7196733043073293,-2.4630061811809867,-0.8333333333333334
