ts_code,trade_date,volatility_ratio,deviation_5d,prev_return,momentum_7d,volume_momentum_7d,momentum_21d,volatility_21d,bias_10d,loss_ratio
159662.SZ,2022-12-01,-23.52859411764688,,,,,,,,0.44166666666666665
159662.SZ,2022-12-02,-59.99998999999994,,-0.005923000987166804,,,,,,0.6416666666666667
159662.SZ,2022-12-05,110.71605357142847,,0.030784508440913738,,,,,,0.025
159662.SZ,2022-12-06,47.619485714285425,,0.009633911368015502,,,,,,0.43333333333333335
159662.SZ,2022-12-07,35.29294117647056,0.025938830816879532,0.011450381679389388,,,,,,0.25
159662.SZ,2022-12-08,-23.075384615384397,0.014395393474088197,-0.002830188679245338,,,,,,0.23140495867768596
159662.SZ,2022-12-09,-50.000904545454496,-0.0036197370927796013,-0.010406811731314969,,,,,,0.8347107438016529
159662.SZ,2022-12-12,-7.142685714285709,-0.005898021308980408,-0.0009560229445507717,0.031589338598223105,-0.9585187185603966,,,,0.71900826446281
159662.SZ,2022-12-13,39.99842000000014,0.0022800684020520216,0.009569377990430672,0.04766633565044698,-0.5068266868362633,,,,0.0743801652892562
159662.SZ,2022-12-14,45.001024999999956,0.010062654262388613,0.00853080568720399,0.025048169556840083,-0.6931928863582001,,,0.019840889485287228,0.6446280991735537
159662.SZ,2022-12-15,-70.00055999999995,-0.001901140684410648,-0.013157894736842146,0.001908396946564972,-0.7423027094752579,,,0.002865329512893879,0.7768595041322314
159662.SZ,2022-12-16,28.574999999999978,0.00037965072133653953,0.003809523809523707,-0.005660377358490565,-0.7473903260823036,,,0.00218693543786269,0.30578512396694213
159662.SZ,2022-12-19,-76.00183200000028,-0.01578546976036532,-0.018026565464895783,-0.02081362346263016,-0.5792596590012525,,,-0.015598249952444333,0.9421487603305785
159662.SZ,2022-12-20,-88.88924999999992,-0.024320183837610195,-0.01545893719806768,-0.025812619502868173,-0.3218673288579774,,,-0.02813543156890804,0.6942148760330579
159662.SZ,2022-12-21,46.1528615384611,-0.011190430252749427,0.0058881256133465065,-0.019138755980861233,-0.03983346737280269,,,-0.01913875598086126,0.32231404958677684
159662.SZ,2022-12-22,-9.522738095238136,-0.007951900698215657,-0.0019512195121951237,-0.03033175355450235,-0.20572656483165752,,,-0.01785714285714302,0.768595041322314
159662.SZ,2022-12-23,-26.666200000000174,-0.005077133372388297,-0.003910068426197455,-0.04229323308270694,-0.6366965691078517,,,-0.019154875348926778,0.7603305785123967
159662.SZ,2022-12-26,11.76645294117638,-0.00039161934599564913,0.001962708537782243,-0.027619047619047765,-0.36700150959818845,,,-0.014954172696574869,0.3305785123966942
159662.SZ,2022-12-27,66.66643809523767,0.010150302557095418,0.013712047012732542,-0.018026565464895783,0.03785920168519219,,,0.00048332527791198157,0.15702479338842976
159662.SZ,2022-12-28,-88.88924999999992,-0.004299394176275122,-0.01545893719806768,-0.01545893719806768,0.276205651348832,,,-0.010679611650485341,0.8760330578512396
159662.SZ,2022-12-29,-99.99786666666657,-0.012938639482454519,-0.011776251226692902,-0.011776251226692902,-0.3759629747048029,,,-0.01823145169152768,0.9008264462809917
159662.SZ,2022-12-30,100.0028461538469,-0.00039200313602504505,0.012909632571996177,-0.004878048780487698,-0.3871979569510021,0.006910167818361401,0.012301306626586897,-0.002249828817372561,0.08264462809917356
159662.SZ,2023-01-03,-40.00439999999996,-0.0033352952717283185,-0.0039215686274509665,-0.006842619745845435,-0.25401674487285686,0.008937437934458892,0.012257546019773307,-0.00431203449627593,0.33884297520661155
159662.SZ,2023-01-04,5.880847058823563,0.0011813349084464145,0.0009842519685039353,-0.001962708537782132,0.5328505986235794,-0.020231213872832443,0.010112986221549807,-0.003136639874534495,0.4380165289256198
159662.SZ,2023-01-05,73.33247999999938,0.010220125786163487,0.010816125860373837,0.006856023506366382,0.8727144549611163,-0.01908396946564883,0.010177780409825058,0.007349338559529703,0.34710743801652894
159662.SZ,2023-01-06,-76.92603076923005,-0.0017650519709747241,-0.009727626459143934,-0.016425120772946777,0.06483519118965275,-0.03962264150943395,0.009942711779119854,-0.001960784313725492,0.8925619834710744
159662.SZ,2023-01-09,110.00507999999991,0.007243539545810347,0.01080550098231825,0.00981354268891077,0.5040574148699395,-0.026490066225165587,0.010315548874412835,0.007835455435847216,0.2892561983471074
159662.SZ,2023-01-10,-81.81485454545529,-0.0023474178403755457,-0.008746355685131046,0.012909632571996177,0.882786507714014,-0.0248565965583174,0.010247806939675476,-0.000881575080810952,0.8677685950413223
159662.SZ,2023-01-11,-85.70914285714413,-0.00763358778625957,-0.00588235294117645,-0.00588235294117645,0.9510806989719607,-0.02966507177033484,0.010299453172912367,-0.004711425206124987,0.6528925619834711
159662.SZ,2023-01-12,0.0,-0.004906771344455461,0.0,-0.0019685039370078705,1.3843508284005561,-0.03886255924170612,0.009997960645878528,-0.004222724148089925,0.6446280991735537
159662.SZ,2023-01-13,99.99729999999991,0.009982384028185541,0.01775147928994092,0.014749262536873253,0.5835786200955291,-0.03007518796992481,0.010656857476019273,0.010971786833855897,0.14049586776859505
159662.SZ,2023-01-16,38.46184615384579,0.013289036544850556,0.004844961240309864,0.008754863813229541,0.7917079780230754,-0.012380952380952492,0.010384250440342422,0.014180929095354481,0.256198347107438
159662.SZ,2023-01-17,8.330566666666659,0.010710808179162729,0.0009643201542912649,0.01964636542239684,0.9165743083461557,-0.015180265654648917,0.010343120067136396,0.012979408607397375,0.5206611570247934
159662.SZ,2023-01-18,16.659899999999986,0.006782945736434007,0.0009633911368014392,0.009718172983479212,0.008028566955358807,0.0038647342995168366,0.009550184693409581,0.011783036322913625,0.30578512396694213
159662.SZ,2023-01-19,18.182500000000164,0.0034702139965296177,0.0019249278152069227,0.020588235294117574,-0.007703585414393088,0.02158979391560356,0.00885031293848239,0.012448939894961994,0.14049586776859505
159662.SZ,2023-01-20,39.99521999999996,0.00480769230769242,0.003842459173871271,0.030571992110453472,-0.11366957089382967,0.019512195121951237,0.008805600382885132,0.013677369288970587,0.11570247933884298
159662.SZ,2023-01-30,-34.999662499999964,-0.007508663842895677,-0.013397129186602852,0.0167652859960552,0.02127632648314859,0.00782013685239491,0.009333081201652625,-9.698380370477063e-05,0.38016528925619836
159662.SZ,2023-01-31,70.00489999999994,-0.000770119368502033,0.00678952473326877,0.005813953488372103,0.004941554423028238,0.01864573110893053,0.009377258270714502,0.0049375544583211166,0.2066115702479339
159662.SZ,2023-02-01,9.995939999999992,0.00019252984212572206,0.0009633911368014392,0.0019286403085825299,0.00825670536696399,0.01762977473065619,0.009374247846185426,0.0034769171334750318,0.21487603305785125
159662.SZ,2023-02-02,50.001874999999956,0.0036566589684372845,0.0038498556304138454,0.00481695568400764,0.192831271480429,0.007729468599033895,0.008935732971938332,0.004526630068380937,0.4793388429752066
159662.SZ,2023-02-03,-79.99809999999992,-0.00212109525645968,-0.007670182166826467,-0.0038498556304138454,0.20269845664358854,0.015701668302257055,0.008389296002695478,-0.0034662045060659037,0.7520661157024794
159662.SZ,2023-02-06,-38.4621923076926,-0.006750241080038685,-0.004830917874396046,-0.01056676272814594,0.015083092200694592,0.022840119165839168,0.007997475511058446,-0.007611523268137603,0.4297520661157025
159662.SZ,2023-02-07,37.50487499999997,-0.0028957528957530053,0.002912621359223211,-0.011483253588516762,0.19279668289832275,0.012745098039215641,0.007544463836320418,-0.0042413726624252555,0.23140495867768596
159662.SZ,2023-02-08,14.284914285714045,-0.0009661835748791207,0.0009680542110359625,0.0029097963142581396,0.02436734639310134,0.017716535433070835,0.007472063268796991,-0.0027967981483266497,0.7272727272727273
159662.SZ,2023-02-09,70.00179999999995,0.006185965590566366,0.0067698259187620735,0.0028901734104045396,0.05190899953003836,0.02359882005899716,0.0075825942649063865,0.003954093933841466,0.10743801652892562
159662.SZ,2023-02-10,0.0,0.005020274184205536,0.0,0.0019249278152069227,-0.027079105807006343,0.012645914396887115,0.007252541095729611,0.004341534008683233,0.3140495867768595
159662.SZ,2023-02-13,60.0032399999995,0.00980957876514713,0.008645533141210526,0.006711409395973256,0.14625021634827062,0.03143418467583503,0.007046685053136426,0.011171032357473088,0.2892561983471074
159662.SZ,2023-02-14,33.33749999999997,0.00957854406130269,0.003809523809523707,0.01835748792270553,-0.04406411591760606,0.02429543245869792,0.006743536120597104,0.013461538461538473,0.4132231404958678
159662.SZ,2023-02-15,-83.33041111111105,-0.005741626794258378,-0.014231499051233554,0.008737864077669855,-0.11594526419357698,0.01862745098039209,0.007234964540743713,-0.0009615384615385691,0.8429752066115702
159662.SZ,2023-02-16,-37.49924166666663,-0.012274645186037518,-0.008662175168431041,-0.0029041626331073322,0.02750553197959893,0.015779092702169706,0.007389128466792416,-0.008375854433426332,0.9090909090909091
159662.SZ,2023-02-17,-61.538538461537875,-0.016361886429259023,-0.007766990291262155,-0.011605415860735047,0.06979651319004043,0.007889546351084853,0.007620456362329864,-0.014844804318488605,0.5537190082644629
159662.SZ,2023-02-20,109.09385454545335,-0.001737787217609386,0.011741682974559797,-0.006724303554274669,0.07928959172278649,0.0019379844961240345,0.007025989634537067,-0.0036615918288687853,0.09917355371900827
159662.SZ,2023-02-21,0.0,0.0021321961620468888,0.0,-0.006724303554274669,-0.1439377336810771,-0.0028929604628735728,0.006941977279497492,-0.0037575874361692016,0.19008264462809918
159662.SZ,2023-02-22,0.0,0.003104384943732896,0.0,-0.015238095238095273,-0.215158982065503,-0.003853564547206201,0.0069376692563437896,-0.0037575874361692016,0.628099173553719
159662.SZ,2023-02-23,-50.00423999999996,-0.0015524936929946318,-0.004835589941973084,-0.02371916508538907,-0.04595960530704568,-0.009624639076034613,0.007005757946361019,-0.007427413909520846,0.49586776859504134
159662.SZ,2023-02-24,-29.99534999999997,-0.0052356020942409065,-0.002915451895043608,-0.012512030798844997,0.06589286984766574,-0.01440922190201721,0.007003788940404068,-0.008887171561051097,0.6033057851239669
159662.SZ,2023-02-27,-22.218600000000254,-0.005245774237419925,-0.0019493177387914784,-0.005825242718446644,-0.023677971040061196,-0.020095693779904167,0.006930970963131384,-0.008328491187294153,0.7107438016528925
159662.SZ,2023-02-28,87.50079999999993,0.0021384136858475697,0.0068359375,0.008806262230919737,-0.18827667764696987,0.0,0.006506502852518038,0.000679413762981581,0.11570247933884298
159662.SZ,2023-03-01,76.46987647058765,0.012805587892898818,0.012609117361784827,0.009671179883945946,-0.06026786814896101,0.005780346820809301,0.006920029378142106,0.012805587892898818,0.10743801652892562
159662.SZ,2023-03-02,49.99715999999996,0.013722458446076528,0.00478927203065127,0.014506769825918697,0.4136937476810738,0.009624639076034613,0.006988466235580286,0.01578386753171297,0.3140495867768595
159662.SZ,2023-03-03,99.9959249999999,0.015369836695485126,0.007626310772163913,0.02224371373307532,0.07599363950706195,0.01342281879194629,0.007126751578406032,0.020073344914109177,0.2066115702479339
159662.SZ,2023-03-06,-33.330733333333306,0.005922812380588444,-0.0037842951750236553,0.023323615160349975,0.1890232879265359,0.01739130434782621,0.006947869473887491,0.01435314516905899,0.5454545454545454
159662.SZ,2023-03-07,-52.173860869565424,-0.007437070938215131,-0.01139601139601143,0.014619883040935644,0.14156069206066668,0.010679611650485255,0.0073519499664966145,0.0021178282633808046,0.9090909090909091
159662.SZ,2023-03-08,30.00161999999997,-0.004576659038901521,0.0028818443804035088,0.01953125,-0.0710061402104325,0.010648596321394033,0.007351454671248202,0.00403923831506057,0.14049586776859505
159662.SZ,2023-03-09,16.669199999999986,-0.0020988360999809005,0.0019157088122605526,0.014548981571290032,-0.037596849231066654,0.011605415860735047,0.007357182639945446,0.004320691310609862,0.4380165289256198
159662.SZ,2023-03-10,-87.49789999999993,-0.010736196319018287,-0.013384321223709361,-0.011494252873563204,-0.04054065216773961,-0.008645533141210304,0.00780936398810832,-0.009691968141253237,0.9504132231404959
